customer_id,customer_age,monthly_recharge,call_minutes,sms_count,support_calls,internet_speed_mbps,roaming_usage_gb,tenure_months,device_type,plan_type,network_type,region,payment_method,monthly_data_usage
489,64.0,1096.0,27.0,692,10,100,13.466192434679488,43,,Postpaid,4G,East,Cash,34.81695336909212
490,18.0,2461.0,1650.0,595,11,100,7.341951622656228,5,iOS,Prepaid,5G,East,UPI,73.56975871557617
491,55.0,929.0,172.0,179,0,20,7.33516734352165,55,Other,Postpaid,3G,East,Card,19.30600840462716
492,26.0,1054.0,936.0,379,8,40,3.4111382713118408,106,Android,Postpaid,4G,East,UPI,23.514108298181235
493,24.0,1917.0,1611.0,279,0,10,5.423026203319618,114,Other,Prepaid,3G,West,UPI,60.80498704754924
494,45.0,1521.0,1031.0,295,2,200,3.978020718717387,101,iOS,Prepaid,4G,West,UPI,58.18364104074068
495,,365.0,759.0,337,14,100,10.474315011665425,62,iOS,Prepaid,5G,East,UPI,43.66863852735258
496,16.0,301.0,1822.0,657,8,10,5.291117661372697,102,Android,Prepaid,3G,North,Card,28.99425616774032
497,68.0,1201.0,774.0,414,7,40,14.215638845323337,4,iOS,Prepaid,3G,West,Card,47.028229446638235
498,65.0,1346.0,641.0,538,3,200,0.6053563820626306,95,Other,Prepaid,5G,South,Cash,79.54385785060943
499,39.0,757.0,224.0,443,3,200,0.085477326890529,53,Android,Postpaid,5G,North,Cash,74.74251720078682
500,36.0,1390.0,978.0,237,11,40,7.767548577396834,34,Other,Postpaid,4G,East,Cash,31.05670512468137
501,45.0,1913.0,49.0,109,8,20,11.545504621768961,9,Android,Postpaid,4G,West,Cash,44.75892842590717
502,47.0,1109.0,,416,12,40,1.8694167776433162,26,Other,Prepaid,3G,South,UPI,24.17821953002987
503,64.0,228.0,555.0,172,11,10,8.684249814149839,101,Android,Postpaid,4G,West,Card,2.530447843058468
504,65.0,1927.0,10.0,271,8,10,13.102426450105177,93,iOS,Prepaid,3G,South,Card,48.89127996241231
505,64.0,2437.0,1724.0,384,3,100,10.665159526395419,9,Android,Prepaid,3G,South,UPI,53.27228337267889
506,58.0,1470.0,617.0,232,14,200,13.992724022895102,43,iOS,Prepaid,3G,North,Cash,68.88929127738216
507,38.0,1229.0,702.0,402,14,10,6.5163083507281945,63,Other,Prepaid,4G,East,Cash,21.54936631916899
508,46.0,457.0,1507.0,238,6,40,6.355108162004386,89,Android,Prepaid,4G,North,Card,16.96074474872857
509,66.0,,327.0,670,1,200,1.952319874109828,81,Other,Postpaid,4G,East,Card,75.64679597363494
510,16.0,1526.0,202.0,695,14,200,3.3151790232740646,74,iOS,Postpaid,4G,West,Card,67.37292063422825
511,50.0,2167.0,271.0,374,13,40,13.130946958544186,71,iOS,Postpaid,3G,South,Cash,41.559412109658595
512,,264.0,207.0,461,4,200,9.639185348351717,106,,Postpaid,3G,West,Cash,57.956990509079574
513,31.0,1731.0,969.0,606,6,200,11.569176488664988,42,Other,Prepaid,3G,South,UPI,62.641354627234186
514,36.0,411.0,676.0,401,3,40,2.907201464548492,23,iOS,Prepaid,5G,North,Cash,16.748851029698255
515,33.0,1651.0,1649.0,3,2,40,4.464965757090399,47,iOS,Postpaid,5G,East,Card,59.31260485925793
516,26.0,1478.0,185.0,441,12,10,0.9178754654009025,92,iOS,Prepaid,3G,East,Cash,23.654808164305436
517,16.0,1804.0,58.0,577,2,100,7.467193877272734,99,Android,Prepaid,4G,West,Card,40.85794008749369
518,16.0,140.0,1016.0,226,2,200,2.527681393220156,69,iOS,Postpaid,5G,East,UPI,59.42594039815513
519,,1745.0,71.0,206,13,100,5.757094696822672,102,Android,Prepaid,4G,West,Cash,62.50526500664444
520,51.0,1729.0,488.0,130,10,20,8.919105618749512,89,,Prepaid,5G,North,Card,31.43567675875137
521,44.0,2056.0,885.0,261,13,20,13.721728881129028,22,,Postpaid,3G,East,Card,35.16793206848969
522,57.0,1986.0,1434.0,38,1,10,13.280508727240319,24,iOS,Postpaid,3G,East,UPI,62.67819623256213
523,51.0,2257.0,751.0,129,3,100,9.649836842166438,60,Other,Prepaid,4G,South,Card,84.8828335942944
524,,1794.0,820.0,547,9,200,0.44112486714371457,63,Other,Prepaid,5G,East,Cash,102.93306970584366
525,54.0,657.0,1396.0,257,2,40,11.571880885439677,9,iOS,Prepaid,4G,East,Card,37.734603534818696
526,61.0,,618.0,15,12,40,7.53844081910443,108,Android,Prepaid,3G,West,Cash,69.25105182844626
527,40.0,2147.0,1939.0,528,14,20,5.4964036585681555,2,Android,Postpaid,3G,North,Card,55.76597678696209
528,38.0,2210.0,100.0,377,8,200,13.705469771811602,50,Android,Prepaid,4G,North,Cash,85.14902139033208
529,39.0,1576.0,252.0,146,0,100,5.358591711419789,63,,Postpaid,4G,North,Cash,53.012360342695246
530,44.0,897.0,1851.0,343,12,100,12.20277299752242,23,iOS,Prepaid,3G,South,Card,30.695963467441157
531,67.0,,239.0,457,5,40,12.045872308168073,24,iOS,Postpaid,4G,South,Card,36.12139369759354
532,27.0,2130.0,997.0,98,0,100,5.829212651432247,38,iOS,Postpaid,5G,North,Card,69.27679572407753
533,27.0,605.0,1260.0,292,12,40,8.670307527588825,6,Android,Prepaid,5G,South,UPI,38.57381475812028
534,69.0,181.0,1173.0,521,3,10,10.438477056806132,104,Other,Postpaid,3G,North,Cash,-26.01320471912502
535,38.0,2341.0,66.0,268,7,40,4.953087892887834,107,Android,Prepaid,5G,East,Card,69.11724752901638
536,44.0,1125.0,730.0,226,11,100,5.676975237340368,44,Other,Prepaid,5G,West,UPI,61.15870428620689
537,52.0,,558.0,262,6,200,10.775710655365518,37,Other,Prepaid,5G,East,UPI,80.52345068091236
538,18.0,1632.0,1606.0,392,9,40,10.255704899549343,60,iOS,Postpaid,4G,North,Cash,39.75647800354484
539,,2375.0,1830.0,586,3,10,11.0331162904996,58,Other,Postpaid,4G,South,UPI,62.186599908587375
540,55.0,1400.0,1637.0,478,12,40,5.769780152639592,35,Other,Postpaid,4G,North,Cash,25.916186563872387
541,57.0,323.0,203.0,417,5,20,3.5622180968052946,38,Other,Postpaid,4G,North,UPI,2.7793374810504634
542,58.0,1724.0,,322,1,200,6.1893510610008855,80,Android,Postpaid,5G,South,Card,82.0311144815834
543,,1430.0,523.0,497,1,20,14.65435275787416,50,iOS,Prepaid,5G,West,UPI,66.47623211138426
544,54.0,1067.0,538.0,536,0,100,8.460654762149039,44,,Prepaid,3G,East,Card,40.42500519048626
545,42.0,1741.0,292.0,554,13,20,10.337028777433105,35,iOS,Prepaid,5G,South,Cash,60.084775665582086
546,33.0,1128.0,535.0,369,5,100,4.304379415915781,64,Android,Postpaid,5G,West,Cash,34.67637721863552
547,32.0,2468.0,1419.0,503,13,20,11.9598953556477,100,iOS,Prepaid,4G,West,Card,51.2987380082531
548,23.0,1494.0,1710.0,340,9,100,13.6402152444367,6,Other,Prepaid,4G,East,UPI,47.68241345448287
549,69.0,630.0,103.0,468,1,40,13.090613209845314,54,Other,Postpaid,5G,East,Cash,15.561262808802034
550,20.0,216.0,17.0,339,10,20,5.414725449505309,45,Other,Postpaid,4G,North,Cash,5.622836623861053
551,62.0,184.0,464.0,341,9,40,3.276311608859208,72,iOS,Prepaid,5G,North,UPI,35.681363858345065
552,19.0,267.0,1840.0,443,3,20,9.012997653577669,10,Other,Prepaid,5G,East,Cash,31.10225812042022
553,64.0,447.0,52.0,420,1,40,8.653963976861856,10,Other,Prepaid,5G,East,Card,23.68897725407482
554,39.0,,342.0,429,7,40,2.5851044643757315,28,Other,Postpaid,4G,,UPI,39.87897984740046
555,62.0,742.0,476.0,531,14,10,0.22693258990009457,84,iOS,Postpaid,3G,East,Cash,10.925949777076584
556,44.0,1666.0,31.0,366,14,20,13.57393214677105,108,iOS,Postpaid,5G,East,Cash,38.120541034571254
557,60.0,930.0,326.0,340,11,20,12.293456219967117,87,Other,Postpaid,4G,South,Card,16.394348032317048
558,52.0,,21.0,503,5,40,6.467472584982051,17,Other,Postpaid,3G,North,Cash,7.423263694158461
559,47.0,1960.0,1411.0,55,14,20,1.2369441147251192,4,Other,Prepaid,4G,South,UPI,45.490048315196255
560,,2092.0,628.0,502,14,100,7.983513896423923,38,Android,Postpaid,3G,East,UPI,44.07395641492528
561,56.0,1765.0,1410.0,262,4,20,6.572321467835472,76,iOS,Prepaid,5G,East,UPI,63.930963124030114
562,37.0,2007.0,1655.0,241,3,40,9.902906430265782,48,iOS,Prepaid,3G,South,Card,51.17142354206215
563,16.0,1602.0,1092.0,274,2,100,4.149581499565722,25,Other,Prepaid,5G,South,UPI,55.69299805394856
564,44.0,1448.0,,300,13,10,5.227395605899496,18,iOS,Postpaid,5G,West,UPI,62.32797939644442
565,23.0,322.0,,421,0,200,9.711936962786718,61,Android,Prepaid,4G,West,Card,79.89427681835713
566,59.0,1963.0,1455.0,116,5,20,10.985457684456055,14,Other,Postpaid,4G,West,UPI,50.60675077188617
567,42.0,847.0,1940.0,149,5,20,3.319933689049152,81,Other,Prepaid,3G,South,UPI,141.35718990178862
568,21.0,255.0,1228.0,264,14,10,5.949368505010514,113,Android,Prepaid,3G,East,Card,22.557444718837097
569,28.0,1086.0,1171.0,271,14,200,11.58148669752537,100,Android,Postpaid,4G,South,UPI,47.99722765390827
570,17.0,213.0,1784.0,658,12,100,9.258507561067606,79,Android,Postpaid,4G,South,Cash,41.53809539800647
571,37.0,2496.0,1213.0,23,8,40,2.2495331997425905,96,iOS,Postpaid,4G,,Card,47.76023504007403
572,41.0,1676.0,291.0,308,14,10,5.0851870758093884,23,iOS,Postpaid,4G,East,UPI,35.19834921387616
573,,,1610.0,550,6,20,10.280406900660456,44,Other,Postpaid,3G,South,Cash,30.616203483308304
574,65.0,1864.0,319.0,69,13,10,0.6731544315950494,111,Android,Prepaid,5G,North,Card,43.864072408664995
575,41.0,174.0,1680.0,599,8,200,13.961741104111333,73,Other,Postpaid,4G,East,Card,36.212098624136445
576,37.0,706.0,489.0,310,7,100,11.284951586488257,1,iOS,Prepaid,5G,South,Cash,53.85109077052846
577,54.0,535.0,826.0,280,2,20,4.946113989679573,101,,Prepaid,3G,North,Card,35.210899190677345
578,59.0,1347.0,1794.0,358,0,10,1.2974798618539396,111,Android,Prepaid,5G,South,Cash,44.236137118781485
579,53.0,2045.0,707.0,71,1,10,12.423752574360186,29,Android,Postpaid,5G,North,Card,43.87182980138314
580,41.0,578.0,1839.0,307,3,20,1.4190778432066775,46,Android,Prepaid,3G,West,Cash,4.7833293023501255
581,20.0,2368.0,1792.0,657,1,40,8.998424432943299,35,Android,Prepaid,5G,East,Card,63.05392466621977
582,45.0,1030.0,59.0,442,11,10,11.963247515648149,6,Other,Postpaid,3G,South,UPI,14.62233630914185
583,38.0,2464.0,297.0,307,9,20,0.8261185443898433,86,Other,Postpaid,5G,South,Card,43.56166027317886
584,48.0,1467.0,831.0,233,4,200,12.67516164190418,73,Android,Prepaid,5G,West,Card,95.45186535633744
585,38.0,2171.0,722.0,22,13,100,0.18427740408137883,52,iOS,Prepaid,3G,West,Card,64.00174990554925
586,50.0,422.0,1638.0,150,12,10,14.577674483015448,103,iOS,Prepaid,5G,North,Card,27.186099008161687
587,26.0,2284.0,872.0,460,13,40,7.559073995411375,31,iOS,Postpaid,5G,West,UPI,65.73324398225701
588,29.0,1716.0,1234.0,189,6,40,9.058049389426252,94,Other,Postpaid,5G,North,UPI,49.96786198195372
589,51.0,956.0,771.0,314,13,100,12.908884412432831,64,Android,Prepaid,5G,South,UPI,36.105071810701546
590,49.0,2057.0,1057.0,175,10,10,14.800097344974041,19,Other,Postpaid,5G,South,Card,38.63020882438057
591,54.0,2259.0,1340.0,208,0,100,2.499243639988189,30,Other,Prepaid,3G,South,Cash,52.344900825743395
592,55.0,421.0,886.0,607,14,10,1.046825361049279,53,iOS,Prepaid,3G,East,UPI,17.60935175688722
593,64.0,2284.0,1371.0,140,10,200,13.219334557151587,87,Android,Prepaid,4G,North,UPI,92.89170130077193
594,32.0,145.0,1927.0,668,4,10,3.809799021827053,14,iOS,Postpaid,4G,South,Card,23.117540297728205
595,20.0,508.0,89.0,451,14,10,7.471160586307095,26,Android,Prepaid,4G,East,UPI,6.244054150481107
596,39.0,494.0,555.0,218,11,40,11.993886620826952,20,Other,Postpaid,3G,East,Cash,29.26342625361617
597,16.0,1233.0,,486,14,100,12.235043259596175,33,Other,Prepaid,5G,North,Card,45.907207584150534
598,34.0,246.0,247.0,525,1,20,8.168834864001909,40,Android,Postpaid,4G,South,UPI,32.40897633633668
599,25.0,2250.0,1855.0,319,6,200,14.89087855712724,26,Android,Postpaid,4G,East,Cash,99.40065053532317
600,22.0,865.0,1621.0,373,11,20,14.153054077331849,13,,Postpaid,3G,East,UPI,29.238891161089526
601,33.0,2231.0,1028.0,20,8,200,3.3292945259055404,54,iOS,Prepaid,3G,,Card,73.16645018682823
602,18.0,2474.0,332.0,292,11,10,13.398107558406078,119,Android,Postpaid,4G,South,UPI,50.8431810867609
603,30.0,1012.0,226.0,614,2,40,8.252111151538704,117,iOS,Prepaid,5G,West,Cash,51.57220087252778
604,62.0,1755.0,1561.0,696,3,20,2.708133741305235,18,iOS,Postpaid,3G,West,Cash,46.02760987256372
605,18.0,1388.0,1131.0,339,6,100,6.021620418808258,79,iOS,Postpaid,4G,East,Cash,64.77051118455748
606,47.0,693.0,1257.0,582,11,40,5.200419751038821,85,Other,Prepaid,3G,North,Card,19.123564869641413
607,24.0,934.0,1123.0,190,8,40,12.936596169804286,58,Android,Prepaid,5G,North,Cash,35.57659732826349
608,29.0,2212.0,522.0,28,9,100,13.340686485371272,54,iOS,Postpaid,4G,South,UPI,51.840368826075775
609,44.0,2409.0,344.0,452,5,200,3.60856897239376,53,Android,Postpaid,5G,West,Card,85.25206498954394
610,57.0,1373.0,1525.0,159,0,200,5.475162029255911,43,Android,Prepaid,5G,East,UPI,70.01002168794298
611,42.0,685.0,191.0,335,6,40,0.41656900812656217,84,Android,Postpaid,4G,East,UPI,13.302378749248039
612,55.0,1943.0,1421.0,76,2,10,0.45784054960338827,8,Other,Postpaid,5G,South,Cash,53.171836035662956
613,34.0,1011.0,972.0,532,12,100,4.585851246874279,91,Android,Postpaid,4G,West,Card,49.81448346459438
614,36.0,517.0,1477.0,379,1,200,1.795885746262561,39,Other,Postpaid,4G,,Card,54.6373709429097
615,39.0,792.0,1245.0,150,9,10,13.027186882882821,67,iOS,Prepaid,3G,East,Card,24.082072952217636
616,44.0,1554.0,1240.0,468,2,100,14.848904090609528,66,Android,Postpaid,4G,East,Cash,48.01960523327571
617,44.0,404.0,337.0,357,2,40,4.765150836336388,5,,Postpaid,5G,South,Cash,30.435468279845978
618,31.0,349.0,1467.0,498,6,200,0.8654199776716043,59,Android,Postpaid,5G,East,Card,65.59801186148162
619,61.0,1948.0,1387.0,232,10,200,3.348896942091542,64,Android,Prepaid,4G,East,UPI,47.5195094487365
620,49.0,243.0,158.0,498,11,40,10.205727814250375,53,Android,Postpaid,4G,South,Cash,9.283221706108893
621,16.0,2038.0,598.0,262,6,10,5.164908743727301,58,Other,Prepaid,3G,North,Card,42.617858927020414
622,17.0,2212.0,998.0,120,7,40,9.659751340901497,70,iOS,Prepaid,5G,East,UPI,42.81660741617083
623,40.0,2457.0,1597.0,448,10,20,5.288877658188163,64,iOS,Postpaid,3G,East,Card,321.7023855062988
624,55.0,299.0,154.0,148,1,20,5.341135073905124,9,Other,Postpaid,4G,,Cash,3.2264103623486964
625,52.0,1433.0,1548.0,505,8,40,3.674843880544327,56,iOS,Prepaid,3G,North,Cash,48.61940662702128
626,58.0,2355.0,639.0,286,4,200,12.813872342572513,42,iOS,Postpaid,3G,East,Cash,100.79319830091323
627,63.0,525.0,1089.0,574,9,10,4.884468358490652,96,Other,Postpaid,3G,North,UPI,2.000541542948863
628,38.0,2459.0,583.0,326,0,10,0.9975339383673432,75,Other,Postpaid,3G,North,Cash,47.616838736819
629,59.0,1272.0,869.0,520,8,100,10.174763255841766,7,Android,Postpaid,3G,North,Cash,71.69535405570153
630,17.0,2482.0,1815.0,524,2,20,9.94600143134101,14,Android,Prepaid,5G,West,Card,58.47992486060798
631,36.0,2378.0,103.0,174,4,200,4.400222513222989,14,iOS,Prepaid,5G,West,Cash,105.19826885636314
632,24.0,1713.0,733.0,425,8,10,13.21271925829037,60,Other,Prepaid,4G,West,UPI,35.47727640920965
633,39.0,577.0,,25,7,100,0.6410568628060165,73,iOS,Prepaid,4G,South,UPI,38.74115374388723
634,62.0,1982.0,861.0,346,10,40,14.67473075249149,115,Android,Postpaid,3G,South,Card,57.78241248639405
635,67.0,783.0,327.0,345,2,200,7.939615830117678,16,Android,Prepaid,5G,South,UPI,63.06417449205212
636,43.0,1233.0,711.0,284,10,100,1.007034666144056,47,Android,Prepaid,4G,North,Cash,45.33182239974169
637,51.0,167.0,1809.0,405,14,20,5.010657575068859,115,Other,Prepaid,4G,South,Cash,-1.7775457574882942
638,30.0,1835.0,100.0,57,6,40,10.146523861987472,102,iOS,Postpaid,3G,North,UPI,33.70430927621608
639,38.0,,1527.0,30,3,100,13.542214875975958,112,Other,Prepaid,4G,North,Card,52.056721179068674
640,68.0,480.0,1267.0,445,11,40,8.383704755022745,45,Other,Postpaid,4G,West,UPI,42.9873104326375
641,41.0,2118.0,1803.0,682,5,200,12.813116065061495,52,iOS,Postpaid,3G,North,Cash,88.18751839081558
642,69.0,1321.0,,197,4,20,9.344993218707401,107,iOS,Postpaid,4G,East,Card,55.59839785949227
643,41.0,1238.0,485.0,148,2,200,4.050744470489908,60,Other,Prepaid,3G,West,Card,60.9562221297917
644,62.0,779.0,12.0,458,6,20,0.2390334240352049,14,iOS,Prepaid,3G,North,Cash,22.90096124055117
645,46.0,1575.0,347.0,516,10,200,8.875792779396651,95,Android,Prepaid,5G,East,Cash,66.41299800745384
646,58.0,433.0,1194.0,549,9,10,7.35213745121401,117,Android,Postpaid,3G,,Cash,5.402519795476204
647,,,1386.0,451,0,100,6.971524046085716,34,Other,Postpaid,4G,East,Cash,78.84270923454915
648,62.0,2063.0,1901.0,68,6,20,0.968686788401168,52,Other,Prepaid,3G,North,UPI,57.81017318383368
649,61.0,593.0,528.0,342,6,200,9.147131517797208,7,iOS,Prepaid,4G,West,UPI,54.42640097495798
650,39.0,1418.0,,413,0,10,13.74015170480702,40,Other,Prepaid,5G,,Card,16.8860787108246
651,54.0,577.0,1933.0,609,13,10,10.112187034358191,19,Android,Prepaid,5G,West,Card,47.1521499259302
652,40.0,468.0,1413.0,454,11,200,1.5040288169154832,47,Other,Prepaid,5G,West,Cash,49.99937284011199
653,38.0,1387.0,631.0,405,8,100,7.357645483667746,95,Android,Postpaid,4G,North,UPI,72.72404360314903
654,43.0,1990.0,119.0,9,14,40,11.969363700784596,18,iOS,Prepaid,5G,South,Cash,60.88384267757272
655,18.0,2271.0,666.0,340,3,10,12.812192761050479,11,Other,Prepaid,3G,West,UPI,43.545336770706804
656,66.0,1107.0,1783.0,395,0,20,4.544991809262566,35,Android,Postpaid,3G,South,Cash,45.252351802371706
657,34.0,184.0,404.0,265,2,200,7.106593183394179,45,Android,Postpaid,4G,West,Card,51.46042185049056
658,59.0,2333.0,96.0,608,8,100,9.829499283713822,27,Android,Postpaid,5G,East,Cash,50.45755704504688
659,53.0,2379.0,309.0,447,2,200,3.8305828430082096,21,Other,Postpaid,4G,North,Card,88.06210203378926
660,33.0,,739.0,190,5,10,0.8176325387516753,38,iOS,Postpaid,4G,South,Cash,23.36905975098314
661,68.0,1348.0,1080.0,163,8,100,12.576118604001863,85,Other,Postpaid,4G,North,Cash,38.66107189345861
662,33.0,2310.0,998.0,555,7,40,4.282321571206599,95,Android,Postpaid,4G,West,Cash,39.33789951982548
663,20.0,,1825.0,28,12,20,7.020791400259415,97,iOS,Postpaid,3G,South,UPI,30.076835183637904
664,41.0,1485.0,849.0,241,10,40,8.761140741692646,26,Other,Prepaid,3G,South,UPI,47.2833277620389
665,45.0,2480.0,,76,7,10,0.1801330468790474,63,Android,Prepaid,5G,North,UPI,55.00365305328362
666,27.0,260.0,1643.0,173,0,100,14.689497928993472,91,Other,Postpaid,4G,West,UPI,46.510726387835184
667,53.0,2158.0,690.0,332,13,20,2.972725262779164,16,Other,Prepaid,3G,,UPI,41.11613699918345
668,47.0,802.0,1253.0,589,10,100,11.124371953995729,59,iOS,Prepaid,3G,South,UPI,46.923014539964626
669,19.0,1545.0,,361,5,100,12.898367985480345,27,iOS,Prepaid,5G,North,Card,74.30451437663787
670,46.0,831.0,1128.0,288,7,40,1.8590122641118696,95,Android,Postpaid,5G,South,Card,28.004562655310615
671,29.0,453.0,491.0,124,4,10,10.112606430310967,31,Android,Prepaid,5G,East,Cash,9.888356851016876
672,21.0,305.0,1678.0,81,12,20,6.339367434322146,42,Android,Postpaid,3G,North,Cash,2.732918108633987
673,55.0,2029.0,1380.0,234,7,40,4.40208755684118,67,Other,Prepaid,3G,East,UPI,23.63955058340825
674,16.0,1609.0,1408.0,24,12,200,5.527746238219465,108,Android,Postpaid,5G,West,Cash,90.63700308142757
675,58.0,2429.0,1259.0,662,14,20,9.240877703798072,39,Android,Prepaid,3G,North,Card,29.720163000612324
676,60.0,1922.0,249.0,260,2,100,11.221934663468579,59,Other,Postpaid,4G,South,Card,52.06719705859672
677,31.0,2075.0,543.0,572,3,40,14.066662025917083,6,Android,Postpaid,4G,South,Card,50.2474253577067
678,69.0,1440.0,553.0,578,9,20,4.49655697676253,100,iOS,Prepaid,3G,South,UPI,36.044785983488026
679,52.0,1273.0,1621.0,336,14,200,9.22684221458022,65,Other,Postpaid,4G,North,UPI,83.5581087768881
680,60.0,1918.0,,76,13,10,7.793610498088594,49,iOS,Prepaid,5G,South,UPI,340.95778628554285
681,29.0,1057.0,1482.0,60,10,40,2.6866779585921163,88,Other,Prepaid,4G,East,UPI,42.6840070585192
682,48.0,1807.0,189.0,122,6,20,5.619544769767597,16,Other,Prepaid,3G,West,Cash,13.294405019984694
683,68.0,1076.0,983.0,70,0,10,1.6284377400809285,86,Other,Postpaid,3G,North,Card,34.449243942068684
684,48.0,361.0,1709.0,688,6,10,7.960596626911078,10,Other,Postpaid,4G,South,Cash,13.3591480004386
685,27.0,243.0,304.0,119,13,40,2.2471483426400276,105,Other,Postpaid,5G,South,UPI,13.731000544890883
686,59.0,1200.0,217.0,34,12,100,4.334719804398588,60,Other,Prepaid,3G,East,Cash,47.85560993226331
687,17.0,1656.0,280.0,648,12,100,9.249730579593518,116,Other,Prepaid,4G,West,Cash,56.306300402121245
688,48.0,970.0,1522.0,662,2,100,1.210323897785854,74,Other,Prepaid,4G,West,UPI,46.22262895576127
689,55.0,2195.0,1176.0,520,10,100,0.7226226257505625,115,Android,Prepaid,5G,South,Cash,64.15470955157318
690,,1052.0,,317,4,100,11.290553077435307,119,Other,Postpaid,5G,South,Cash,43.66089237379636
691,64.0,2336.0,1429.0,226,13,10,13.159011508405523,48,Android,Prepaid,4G,,Card,43.476270315513425
692,19.0,2481.0,1851.0,8,12,40,5.877248029983414,101,Android,Postpaid,3G,East,UPI,58.89686026039717
693,54.0,796.0,397.0,643,5,100,8.030313611364384,65,Other,Prepaid,5G,South,UPI,32.82485104558008
694,46.0,2137.0,1413.0,13,7,10,3.971393264028078,15,Android,Postpaid,3G,South,Cash,53.46348473930233
695,20.0,1436.0,724.0,599,3,10,10.06413294985382,41,Android,Prepaid,4G,East,UPI,42.09101301704828
696,43.0,1904.0,1138.0,126,13,10,1.5431723200272192,115,Other,Postpaid,4G,,UPI,42.02623778718495
697,56.0,1134.0,1515.0,549,11,200,3.9497059153374607,82,Other,Postpaid,5G,North,Card,79.88954128841915
698,46.0,1111.0,393.0,362,3,200,4.49288165633743,74,iOS,Postpaid,4G,West,Cash,65.07830601032731
699,42.0,1099.0,1363.0,322,13,100,3.9831239007487502,110,Android,Postpaid,3G,South,Cash,44.96536191667443
700,62.0,1805.0,1098.0,495,1,200,13.578889185381371,25,Other,Postpaid,3G,West,Card,48.22586225937522
701,57.0,205.0,1741.0,394,8,10,13.70060954316759,118,Other,Postpaid,4G,North,Card,30.625149378321776
702,67.0,679.0,1347.0,147,14,20,8.585983566262582,13,,Postpaid,3G,North,Cash,33.94064586156612
703,42.0,2221.0,586.0,189,2,40,1.1486570621173402,51,Android,Postpaid,5G,North,Card,57.42974303800473
704,43.0,408.0,1223.0,618,6,100,4.644227383961803,42,iOS,Prepaid,3G,East,UPI,40.9279049312124
705,41.0,892.0,288.0,320,10,100,13.31041315707651,31,iOS,Prepaid,5G,South,Card,41.149450915096736
706,18.0,1673.0,201.0,696,4,20,8.440273769216047,95,Other,Postpaid,4G,East,Cash,47.049643743378056
707,37.0,562.0,820.0,590,8,40,13.944315094879585,116,Other,Postpaid,5G,,Card,35.28962491980759
708,60.0,1879.0,240.0,98,12,10,4.808608498635123,17,iOS,Prepaid,5G,,Cash,48.194899882879014
709,36.0,710.0,1027.0,432,4,20,9.674547672273578,112,Android,Prepaid,4G,East,Cash,24.36739919529692
710,26.0,2386.0,,556,6,200,2.656480665291453,7,Other,Postpaid,4G,North,UPI,78.8426854327152
711,65.0,1466.0,114.0,633,0,10,13.182183815181595,28,iOS,Postpaid,3G,North,UPI,3.4862607112154187
712,,155.0,1805.0,568,1,20,14.505422368502193,2,iOS,Prepaid,4G,North,Cash,21.943770900687866
713,53.0,788.0,32.0,533,8,20,9.590669851577731,27,Android,Prepaid,3G,South,Card,27.686681590498452
714,60.0,723.0,1007.0,541,2,40,8.340410180018175,69,iOS,Postpaid,4G,South,Card,27.898201687881716
715,65.0,406.0,139.0,259,7,20,13.915571994637393,16,Other,Prepaid,5G,West,Cash,33.47459743362763
716,34.0,2432.0,226.0,335,0,10,3.5529267124205117,89,,Postpaid,3G,South,Cash,47.337186313832156
717,61.0,,1902.0,430,11,40,13.159887118550703,2,Other,Prepaid,5G,South,Cash,42.70303051575049
718,33.0,2275.0,1617.0,129,0,20,1.1204216927537158,4,Other,Prepaid,4G,East,UPI,30.22595756032225
719,62.0,2499.0,1693.0,37,3,100,5.677517237642559,103,Other,Prepaid,4G,North,UPI,83.7452327044623
720,33.0,1415.0,308.0,391,7,100,10.43171793588643,33,iOS,Prepaid,3G,East,Cash,53.60849095054323
721,50.0,1751.0,1307.0,293,3,10,11.587541267413279,14,Android,Postpaid,3G,North,Cash,17.1531787971157
722,24.0,2133.0,1355.0,331,5,10,5.659101325496941,75,Android,Postpaid,5G,West,Card,50.61475655295616
723,29.0,959.0,867.0,230,2,200,11.936125520365023,73,Other,Prepaid,3G,West,UPI,91.41924323495277
724,63.0,1013.0,1898.0,555,11,40,9.208925510238178,11,Other,Prepaid,5G,North,Card,62.26916525879258
725,21.0,,1112.0,278,7,20,7.342384888515124,49,Other,Postpaid,3G,West,Cash,33.71600287900034
726,38.0,,1338.0,336,10,40,4.780583097393983,36,Other,Prepaid,5G,North,Cash,36.81984949826284
727,56.0,230.0,817.0,653,9,100,9.371958274127874,5,Android,Postpaid,5G,East,UPI,38.03410387929751
728,67.0,597.0,1378.0,317,10,20,14.871482943258089,33,iOS,Postpaid,3G,South,Cash,14.516238194407752
729,,2432.0,787.0,485,9,10,11.235994627491962,12,Other,Postpaid,4G,North,UPI,44.15135441546148
730,,1302.0,1754.0,420,9,10,1.2101943110872038,29,Android,Postpaid,3G,South,UPI,42.20917613561272
731,61.0,1305.0,1978.0,323,11,100,2.3265156190976537,60,Other,Prepaid,5G,South,UPI,56.23886572380735
732,69.0,1036.0,1829.0,313,2,20,14.384262110837145,103,Other,Prepaid,3G,North,Card,25.709272202819246
733,48.0,1926.0,1102.0,2,13,10,4.212818497912941,24,iOS,Postpaid,3G,North,Card,25.355690045174597
